pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
EU	RU	2	4550001	4600000	0.0446254423280472	14
EU	RU	2	4600001	4650000	0.02107416757489	8
EU	RU	2	4650001	4700000	0.0926967069424764	5
EU	RU	2	4700001	4750000	-0.0332322713924021	6
EU	RU	2	4750001	4800000	0.0186903821704394	10
EU	RU	2	4800001	4850000	0.0073058679687417	7
EU	RU	2	4850001	4900000	0.0121147564276703	14
EU	RU	2	4900001	4950000	-0.0315663816453543	6
EU	RU	2	4950001	5000000	0.0102394579303558	6
EU	RU	2	5000001	5050000	0.0052917234653967	10
EU	RU	2	5050001	5100000	0.0461536164378173	10
EU	RU	2	5100001	5150000	0.03276244307802	4
EU	RU	2	5150001	5200000	-0.0054248054819704	7
EU	RU	2	5200001	5250000	-0.019951340230818	12
EU	RU	2	5250001	5300000	0.0122718277311558	7
EU	RU	2	5300001	5350000	0.0017247304325212	8
EU	RU	2	5350001	5400000	-0.0073897013124135	8
EU	RU	2	5400001	5450000	-0.0115564744602991	14
EU	RU	2	5450001	5500000	0.0284477454604634	4
EU	RU	2	5500001	5550000	0.0145520104309827	8
EU	RU	2	5550001	5600000	-0.0216260150271534	10
EU	RU	2	5600001	5650000	-0.0087572348599756	7
EU	RU	2	5650001	5700000	0.0072860736198752	9
EU	RU	2	5700001	5750000	-0.0010884424743526	6
EU	RU	2	5750001	5800000	-0.0248116116501747	8
EU	RU	2	5800001	5850000	0.0278087323845042	11
EU	RU	2	5850001	5900000	-0.0411078177583538	6
EU	RU	2	5900001	5950000	0.0229965377002117	8
EU	RU	2	5950001	6000000	-0.0307252136492317	6
EU	RU	2	6000001	6050000	-0.0260492193026522	5
EU	RU	2	6050001	6100000	-0.01757228234534	4
EU	RU	2	6100001	6150000	0.0253986321048757	5
EU	RU	2	6150001	6200000	-0.0021006936890014	8
EU	RU	2	6200001	6250000	-0.0488205146207041	2
EU	RU	2	6250001	6300000	0.0106878910954088	11
EU	RU	2	6300001	6350000	-0.0166387277534374	10
EU	RU	2	6350001	6400000	-0.0267318943279083	10
EU	RU	2	6400001	6450000	-0.0146181062952231	8
EU	RU	2	6450001	6500000	0.0296838758917423	3
EU	RU	2	6500001	6550000	0.0186140363328927	6
EU	RU	2	6550001	6600000	-0.0055444854490482	12
EU	RU	2	6600001	6650000	-0.0141626298938488	8
EU	RU	2	6650001	6700000	-0.0323400618261524	10
EU	RU	2	6700001	6750000	-0.0128885565398604	9
EU	RU	2	6750001	6800000	-0.0003158344949985	8
EU	RU	2	6800001	6850000	-0.0023979695328091	10
EU	RU	2	6850001	6900000	-0.0150335953591075	8
EU	RU	2	6900001	6950000	-0.0117166819420037	12
EU	RU	2	6950001	7000000	0.0025134540659163	12
EU	RU	2	7000001	7050000	-0.0007831973594166	9
EU	RU	2	7050001	7100000	-0.0022992498984007	15
EU	RU	2	7100001	7150000	0.0110483286965363	12
EU	RU	2	7150001	7200000	0.0070147293644791	32
EU	RU	2	7200001	7250000	0.0088271165732263	46
EU	RU	2	7250001	7300000	-0.01362858453747	41
EU	RU	2	7300001	7350000	0.0112956018290443	47
EU	RU	2	7350001	7400000	-0.0144849327440829	48
EU	RU	2	7400001	7450000	0.0013831814559413	21
EU	RU	2	7450001	7500000	-0.0112853462154135	14
EU	RU	2	7500001	7550000	0.0040767148445118	17
EU	RU	2	7550001	7600000	0.0174311873375932	26
EU	RU	2	7600001	7650000	-0.0146075172367028	14
EU	RU	2	7650001	7700000	0.0015391971941458	20
EU	RU	2	7700001	7750000	0.0114977228938356	16
EU	RU	2	7750001	7800000	0.0160256621854832	28
EU	RU	2	7800001	7850000	-0.0076495874434082	34
EU	RU	2	7850001	7900000	0.0162712292495118	17
EU	RU	2	7900001	7950000	0.0326615131660711	21
EU	RU	2	7950001	8000000	0.0266037012718645	26
EU	RU	2	8000001	8050000	-0.0102037332286302	19
EU	RU	2	8050001	8100000	0.0711564942966429	12
EU	RU	2	8100001	8150000	0.0260943539559407	23
EU	RU	2	8150001	8200000	-0.0203367724803318	20
EU	RU	2	8200001	8250000	-0.0090067572694483	8
EU	RU	2	8250001	8300000	0.0185665176191114	4
EU	RU	2	8300001	8350000	-0.005435303624873	9
EU	RU	2	8350001	8400000	0.0330654320497623	11
EU	RU	2	8400001	8450000	0.0322002135283112	5
EU	RU	2	8450001	8500000	0.0082094850491586	9
EU	RU	2	8500001	8550000	0.0343279745110942	9
EU	RU	2	8550001	8600000	0.0451377563300124	10
EU	RU	2	8600001	8650000	0.0015875843544197	12
EU	RU	2	8650001	8700000	0.0120203109052724	21
EU	RU	2	8700001	8750000	0.0048796949100949	19
EU	RU	2	8750001	8800000	0.0045802682700281	13
EU	RU	2	8800001	8850000	-0.0001974282784075	25
EU	RU	2	8850001	8900000	0.011806109601125	26
EU	RU	2	8900001	8950000	-0.0181740531571068	25
EU	RU	2	8950001	9000000	-0.0005382180829925	42
EU	RU	2	9000001	9050000	0.0114793948790457	31
EU	RU	2	9050001	9100000	-0.005344530160066	13
EU	RU	2	9100001	9150000	0.0106893518985299	18
EU	RU	2	9150001	9200000	-0.0235835366322273	12
EU	RU	2	9200001	9250000	0.0067637924926291	15
EU	RU	2	9250001	9300000	0.0087625853154887	8
EU	RU	2	9300001	9350000	0.0105493418609456	8
EU	RU	2	9350001	9400000	0.06073539623136	10
EU	RU	2	9400001	9450000	0.0018986620837685	14
EU	RU	2	9450001	9500000	-0.0042237695064333	18
EU	RU	2	9500001	9550000	-0.0118499715268918	22
EU	RU	2	9550001	9600000	-0.0036803633053542	12
EU	RU	2	9600001	9650000	0.032352457313974	33
EU	RU	2	9650001	9700000	0.0004678714599449	34
EU	RU	2	9700001	9750000	0.0169698079749136	22
EU	RU	2	9750001	9800000	-0.0069225591321765	26
EU	RU	2	9800001	9850000	0.0251590582884692	20
EU	RU	2	9850001	9900000	-0.0154650098675734	13
EU	RU	2	9900001	9950000	0.0066039540231012	26
EU	RU	2	9950001	10000000	-0.0024621108075252	13
EU	RU	2	10000001	10050000	0.0060765607786829	20
EU	RU	2	10050001	10100000	-0.0131485313099371	28
EU	RU	2	10100001	10150000	0.009368237156688	17
EU	RU	2	10150001	10200000	0.0072193682346275	28
EU	RU	2	10200001	10250000	-0.0025536860013546	33
EU	RU	2	10250001	10300000	-0.0099842700369592	13
EU	RU	2	10300001	10350000	-0.0238366508636299	10
EU	RU	2	10350001	10400000	0.02389398775597	11
EU	RU	2	10400001	10450000	-0.0074793379458729	12
EU	RU	2	10450001	10500000	0.0140727344337647	13
EU	RU	2	10500001	10550000	-0.0107456255274128	6
EU	RU	2	10550001	10600000	0.0326244013643036	9
EU	RU	2	10600001	10650000	0.0052629460110375	23
EU	RU	2	10650001	10700000	-0.009931970562624	15
EU	RU	2	10700001	10750000	0.0183165824001707	11
EU	RU	2	10750001	10800000	0.0021856028057589	13
EU	RU	2	10800001	10850000	0.0145961767032552	25
EU	RU	2	10850001	10900000	0.0280056649331023	22
EU	RU	2	10900001	10950000	-0.0029268555842555	27
EU	RU	2	10950001	11000000	0.0152960815343508	36
EU	RU	2	11000001	11050000	0.000325332667829	53
EU	RU	2	11050001	11100000	-0.0030203218619509	25
EU	RU	2	11100001	11150000	-0.0135794332406444	26
EU	RU	2	11150001	11200000	0.0319974379882073	24
EU	RU	2	11200001	11250000	-0.0236958563076641	13
EU	RU	2	11250001	11300000	0.0105296179430899	19
EU	RU	2	11300001	11350000	0.003430513047276	17
EU	RU	2	11350001	11400000	0.000199154956416	32
EU	RU	2	11400001	11450000	0.0182469797291404	31
EU	RU	2	11450001	11500000	0.0132829860809669	27
EU	RU	2	11500001	11550000	-0.0019896621376619	22
EU	RU	2	11550001	11600000	-0.0101498467765343	13
EU	RU	2	11600001	11650000	0.0141567262480876	18
EU	RU	2	11650001	11700000	-0.0129595585541211	28
EU	RU	2	11700001	11750000	0.0109452235765945	63
EU	RU	2	11750001	11800000	0.0030965543040116	33
EU	RU	2	11800001	11850000	-0.0029362603976167	31
EU	RU	2	11850001	11900000	-0.004947857689232	29
EU	RU	2	11900001	11950000	-0.0077264032816801	25
EU	RU	2	11950001	12000000	-0.0092962606494711	10
EU	RU	2	12000001	12050000	-0.0084175199672533	6
EU	RU	2	12050001	12100000	0.042960686929017	19
EU	RU	2	12100001	12150000	-0.0105670155375347	11
EU	RU	2	12150001	12200000	-0.0058681595372176	23
EU	RU	2	12200001	12250000	0.0093189979631584	16
EU	RU	2	12250001	12300000	0.0097577205368238	25
EU	RU	2	12300001	12350000	-0.0005913878396467	25
EU	RU	2	12350001	12400000	0.0026182101838725	21
EU	RU	2	12400001	12450000	0.0012579673020176	24
EU	RU	2	12450001	12500000	0.0212758590097411	28
EU	RU	2	12500001	12550000	0.0008996916796293	28
EU	RU	2	12550001	12600000	0.0036912531497227	18
EU	RU	2	12600001	12650000	-0.003436546763585	33
EU	RU	2	12650001	12700000	0.0284570849631944	25
EU	RU	2	12700001	12750000	-0.0008028045726039	12
EU	RU	2	12750001	12800000	0.0437992073961367	19
EU	RU	2	12800001	12850000	-0.0123946632750357	15
EU	RU	2	12850001	12900000	-0.0155063222593082	30
EU	RU	2	12900001	12950000	-0.0105065812135823	34
EU	RU	2	12950001	13000000	-0.0018043583710184	18
EU	RU	2	13000001	13050000	0.0061456246866717	22
EU	RU	2	13050001	13100000	-0.0036834265952284	31
EU	RU	2	13100001	13150000	0.0014790141538148	21
EU	RU	2	13150001	13200000	-0.0202698047502738	21
EU	RU	2	13200001	13250000	0.0179576597545654	26
EU	RU	2	13250001	13300000	-0.0067689932285196	30
EU	RU	2	13300001	13350000	0.0104151994574915	18
EU	RU	2	13350001	13400000	-0.0088814802579661	16
EU	RU	2	13400001	13450000	-0.0219528232398327	8
EU	RU	2	13450001	13500000	-0.0134498828680934	15
EU	RU	2	13500001	13550000	0.0454247158089974	8
EU	RU	2	13550001	13600000	-0.0212722776417171	4
EU	RU	2	13600001	13650000	-0.0212354398519131	13
EU	RU	2	13650001	13700000	0.0154886739700644	37
EU	RU	2	13700001	13750000	-0.0008924989616889	49
EU	RU	2	13750001	13800000	0.0259659023845941	33
EU	RU	2	13800001	13850000	0.0237594813396166	18
EU	RU	2	13850001	13900000	0.0795064954089093	10
EU	RU	2	13900001	13950000	-0.0604367895881074	2
EU	RU	2	13950001	14000000	-9.429657415432006e-05	2
EU	RU	2	14000001	14050000	-0.0280375908807448	8
EU	RU	2	14050001	14100000	-0.0227494577006507	3
EU	RU	2	14100001	14150000	-0.051692833746229	4
EU	RU	2	14150001	14200000	-0.0238482440725952	15
EU	RU	2	14200001	14250000	0.0181183062542614	24
EU	RU	2	14250001	14300000	0.0166308497714516	15
EU	RU	2	14300001	14350000	-0.0027544603081061	19
EU	RU	2	14350001	14400000	0.0144205103376673	8
EU	RU	2	14400001	14450000	-0.0077846519441143	7
EU	RU	2	14450001	14500000	-0.0014505989765799	22
EU	RU	2	14500001	14550000	0.0374437520286465	13
EU	RU	2	14550001	14600000	0.0304312429525932	9
EU	RU	2	14600001	14650000	0.0328628199782306	16
EU	RU	2	14650001	14700000	0.0041670765710144	12
EU	RU	2	14700001	14750000	-0.0257433990851019	7
EU	RU	2	14750001	14800000	-0.0066699950074887	1
EU	RU	2	14800001	14850000	0.0131156759655293	5
EU	RU	2	14850001	14900000	0.0135826668198047	7
EU	RU	2	14900001	14950000	0.0423926517049686	5
EU	RU	2	14950001	15000000	-0.0222423976452253	1
EU	RU	2	15000001	15050000	-0.022496870272111	8
EU	RU	2	15050001	15100000	-0.0370981643499414	7
EU	RU	2	15100001	15150000	-0.0118111391350139	9
EU	RU	2	15150001	15200000	0.0466223303991283	5
EU	RU	2	15200001	15250000	-0.0196303171361392	10
EU	RU	2	15250001	15300000	-0.0328883308563522	1
EU	RU	2	15300001	15350000	-0.0220608391683838	6
EU	RU	2	15350001	15400000	-0.0163444271845795	7
EU	RU	2	15400001	15450000	-0.0223022681458425	7
EU	RU	2	15450001	15500000	0.0325695679028802	11
EU	RU	2	15500001	15550000	0.008944712776726	11
EU	RU	2	15550001	15600000	0.0048181943054445	8
EU	RU	2	15600001	15650000	0.0010414003494689	11
EU	RU	2	15650001	15700000	0.0329399863301221	4
EU	RU	2	15700001	15750000	0.0142898014767996	8
EU	RU	2	15750001	15800000	0.0062236745469263	8
EU	RU	2	15800001	15850000	-0.0052287754381984	11
EU	RU	2	15850001	15900000	0.0438752875317523	4
EU	RU	2	15900001	15950000	-0.0081927311529022	26
EU	RU	2	15950001	16000000	0.0247781389365946	21
EU	RU	2	16000001	16050000	-0.0267914242719149	7
EU	RU	2	16050001	16100000	-0.0188560041230097	12
EU	RU	2	16100001	16150000	0.0096025572442818	16
EU	RU	2	16150001	16200000	0.041773776913638	16
EU	RU	2	16200001	16250000	-0.0095633321635059	12
EU	RU	2	16250001	16300000	0.0468407070369131	12
EU	RU	2	16300001	16350000	0.0376015439412649	5
EU	RU	2	16350001	16400000	0.0011401047555014	12
EU	RU	2	16400001	16450000	-0.0118010346615211	8
EU	RU	2	16450001	16500000	-0.0313353462245741	8
EU	RU	2	16500001	16550000	-0.0357540183993886	7
EU	RU	2	16550001	16600000	-0.0295911338629295	4
EU	RU	2	16600001	16650000	0.0096927435531779	4
EU	RU	2	16650001	16700000	-0.022368945743933	3
EU	RU	2	16700001	16750000	0.0010159948727075	10
EU	RU	2	16750001	16800000	-0.0268792472857486	12
EU	RU	2	16800001	16850000	-0.001687932917843	15
EU	RU	2	16850001	16900000	-0.0291841664125335	5
EU	RU	2	16900001	16950000	0.0030304086399964	7
EU	RU	2	16950001	17000000	0.0447106468560724	8
EU	RU	2	17000001	17050000	0.047604465379189	4
EU	RU	2	17050001	17100000	-0.048760642637331	7
EU	RU	2	17100001	17150000	-0.0219495653876953	5
EU	RU	2	17150001	17200000	0.043352127581728	10
EU	RU	2	17200001	17250000	-0.0163702870726803	6
EU	RU	2	17250001	17300000	-0.0368194770865737	9
EU	RU	2	17300001	17350000	-0.0198014426173491	10
EU	RU	2	17350001	17400000	0.0056849070615734	9
EU	RU	2	17400001	17450000	-0.0097703890629076	20
EU	RU	2	17450001	17500000	-0.0287552895375389	18
EU	RU	2	17500001	17550000	-0.0168514575729042	15
EU	RU	2	17550001	17600000	-0.0031924378808034	25
EU	RU	2	17600001	17650000	0.0016314379633442	45
EU	RU	2	17650001	17700000	0.0096673206335721	22
EU	RU	2	17700001	17750000	-0.0017360257265951	34
EU	RU	2	17750001	17800000	-0.0010998104227632	53
EU	RU	2	17800001	17850000	0.0046271871559098	42
EU	RU	2	17850001	17900000	-0.00616479572026	47
EU	RU	2	17900001	17950000	0.0321077868988408	28
EU	RU	2	17950001	18000000	-0.0051537189819511	17
EU	RU	2	18000001	18050000	0.0075315396043228	29
EU	RU	2	18050001	18100000	-0.0216740200775346	25
EU	RU	2	18100001	18150000	-0.0031473770254303	25
EU	RU	2	18150001	18200000	0.0011924752360985	28
EU	RU	2	18200001	18250000	-0.0064616494972354	24
EU	RU	2	18250001	18300000	0.049520662269484	16
EU	RU	2	18300001	18350000	-0.0001099291278143	20
EU	RU	2	18350001	18400000	-0.0155322982535169	22
EU	RU	2	18400001	18450000	-0.0170911814033238	20
EU	RU	2	18450001	18500000	0.0161886868612867	13
EU	RU	2	18500001	18550000	0.0039702364040533	7
EU	RU	2	18550001	18600000	-0.0111325444960543	12
EU	RU	2	18600001	18650000	0.016167528989547	24
EU	RU	2	18650001	18700000	0.0005712993502642	25
EU	RU	2	18700001	18750000	-0.0085729798707733	40
EU	RU	2	18750001	18800000	0.0124472543228	42
EU	RU	2	18800001	18850000	0.0086073190692784	42
EU	RU	2	18850001	18900000	0.0172694368591138	44
EU	RU	2	18900001	18950000	0.0400489401390281	30
EU	RU	2	18950001	19000000	0.0174061402677556	19
EU	RU	2	19000001	19050000	0.0104577101674679	21
EU	RU	2	19050001	19100000	-0.0077256081046542	21
EU	RU	2	19100001	19150000	0.0330918174080416	11
EU	RU	2	19150001	19200000	0.0216721639411628	17
EU	RU	2	19200001	19250000	-0.0086105924917381	17
EU	RU	2	19250001	19300000	0.0062301202530559	17
EU	RU	2	19300001	19350000	0.0111448686163512	19
EU	RU	2	19350001	19400000	0.0081070701848379	11
EU	RU	2	19400001	19450000	-0.0082122400318411	12
EU	RU	2	19500001	19550000	0.0506417579441265	12
EU	RU	2	19550001	19600000	-0.0176452016354579	9
EU	RU	2	19600001	19650000	0.0562278207258113	7
EU	RU	2	19650001	19700000	-0.0090820519449275	14
EU	RU	2	19700001	19750000	0.0019602711726493	39
EU	RU	2	19750001	19800000	0.0127516324489639	50
EU	RU	2	19800001	19850000	0.0250944411225933	24
EU	RU	2	19850001	19900000	-0.0026567036505229	22
EU	RU	2	19900001	19950000	-0.0263979354373291	22
EU	RU	2	19950001	20000000	0.0013064549256787	18
EU	RU	2	20000001	20050000	-0.0298305292349243	24
EU	RU	2	20050001	20100000	0.0002094173125946	25
EU	RU	2	20100001	20150000	-0.0282115298970767	22
EU	RU	2	20150001	20200000	0.0136048999162499	34
EU	RU	2	20200001	20250000	0.0153457760441432	35
EU	RU	2	20250001	20300000	-0.0205853028534264	24
EU	RU	2	20300001	20350000	-0.0155343947340183	51
EU	RU	2	20350001	20400000	-0.0041639487645411	36
EU	RU	2	20400001	20450000	0.0221460302944194	66
EU	RU	2	20450001	20500000	-0.0051886861810904	30
EU	RU	2	20500001	20550000	0.0085808308077609	60
EU	RU	2	20550001	20600000	0.0054925891318593	71
EU	RU	2	20600001	20650000	0.0224407965707542	31
EU	RU	2	20650001	20700000	-0.0173290099217658	38
EU	RU	2	20700001	20750000	0.0232597567626496	41
EU	RU	2	20750001	20800000	0.0076635981135973	46
EU	RU	2	20800001	20850000	-0.0016375265618819	42
EU	RU	2	20850001	20900000	-0.0046223029251991	12
EU	RU	2	20900001	20950000	-0.0019751670626937	34
EU	RU	2	20950001	21000000	-0.0044013480894792	24
EU	RU	2	21000001	21050000	0.0185829403406912	53
EU	RU	2	21050001	21100000	0.009319737434872	52
EU	RU	2	21100001	21150000	0.014478181828275	44
EU	RU	2	21150001	21200000	0.00445348262611	39
EU	RU	2	21200001	21250000	0.00620616242746	40
EU	RU	2	21250001	21300000	-0.0040511292255177	36
EU	RU	2	21300001	21350000	-0.0033816170731397	61
EU	RU	2	21350001	21400000	0.0037180797668977	34
EU	RU	2	21400001	21450000	-0.0099396390381828	48
EU	RU	2	21450001	21500000	-0.0009458065881781	25
EU	RU	2	21500001	21550000	-0.0211706917075347	7
EU	RU	2	21550001	21600000	-0.0009641379311783	27
EU	RU	2	21600001	21650000	-0.0119894090557017	26
EU	RU	2	21650001	21700000	0.0209177239071869	29
EU	RU	2	21700001	21750000	0.0011750929576228	41
EU	RU	2	21750001	21800000	0.0158450886920236	28
EU	RU	2	21800001	21850000	-0.0027636434592081	42
EU	RU	2	21850001	21900000	0.0412721947348838	17
EU	RU	2	21900001	21950000	0.0101802136239279	37
EU	RU	2	21950001	22000000	-0.0040749102490071	36
EU	RU	2	22000001	22050000	-0.0241672097630515	33
EU	RU	2	22050001	22100000	0.0010465570534424	47
EU	RU	2	22100001	22150000	-0.0043822603338378	36
EU	RU	2	22150001	22200000	-0.0066907964674168	48
EU	RU	2	22200001	22250000	-0.0012331133918454	53
EU	RU	2	22250001	22300000	-0.0071795425857201	63
EU	RU	2	22300001	22350000	0.0202650240369213	68
EU	RU	2	22350001	22400000	0.0142375760955658	48
EU	RU	2	22400001	22450000	-0.0047336833061908	44
EU	RU	2	22450001	22500000	0.0132802842186498	29
EU	RU	2	22500001	22550000	0.0015343263776968	59
EU	RU	2	22550001	22600000	0.009564078273926	67
EU	RU	2	22600001	22650000	0.0116924113238042	21
EU	RU	2	22650001	22700000	-0.0123101254719207	25
EU	RU	2	22700001	22750000	0.0036078277412516	42
EU	RU	2	22750001	22800000	0.0074816922779782	44
EU	RU	2	22800001	22850000	-0.0171782414860899	24
EU	RU	2	22850001	22900000	0.0228506806016826	18
EU	RU	2	22900001	22950000	0.000387952025803	27
EU	RU	2	22950001	23000000	0.0128853415408792	42
EU	RU	2	23000001	23050000	0.0061318960790099	38
EU	RU	2	23050001	23100000	-0.0095649377997046	28
EU	RU	2	23100001	23150000	-0.0042539818474611	46
EU	RU	2	23150001	23200000	0.0060194814687934	51
EU	RU	2	23200001	23250000	-0.0305333329270402	11
EU	RU	2	23250001	23300000	-0.00674212961227	27
EU	RU	2	23300001	23350000	-0.0052510717368553	33
EU	RU	2	23350001	23400000	-0.0117443690013611	39
EU	RU	2	23400001	23450000	-0.0006540060018827	46
EU	RU	2	23450001	23500000	0.0112989681626808	61
EU	RU	2	23500001	23550000	-0.0002219038323402	37
EU	RU	2	23550001	23600000	0.0174026221502925	44
EU	RU	2	23600001	23650000	-0.0072628524774122	43
EU	RU	2	23650001	23700000	0.0048791871312189	84
EU	RU	2	23700001	23750000	-0.0008771907816042	60
EU	RU	2	23750001	23800000	0.0164915275602494	58
EU	RU	2	23800001	23850000	-0.0008077370454568	37
EU	RU	2	23850001	23900000	0.023732476954682	24
EU	RU	2	23900001	23950000	0.0084455258094547	24
EU	RU	2	23950001	24000000	-0.008606333203834	27
EU	RU	2	24000001	24050000	-0.0183070422406763	41
EU	RU	2	24050001	24100000	-0.003626197889535	61
EU	RU	2	24100001	24150000	0.0125348003143768	21
EU	RU	2	24150001	24200000	0.0035030847117069	20
EU	RU	2	24200001	24250000	0.0074513158238471	36
EU	RU	2	24250001	24300000	0.0143314009378343	46
EU	RU	2	24300001	24350000	0.0203471366637974	35
EU	RU	2	24350001	24400000	-0.0074245019718528	38
EU	RU	2	24400001	24450000	0.0134274023051737	42
EU	RU	2	24450001	24500000	-0.0111156393165304	32
EU	RU	2	24500001	24550000	0.0038818407823394	14
EU	RU	2	24550001	24600000	0.0044915106831436	18
EU	RU	2	24600001	24650000	0.0290075568888004	24
EU	RU	2	24650001	24700000	0.0109579646064952	27
EU	RU	2	24700001	24750000	0.0166667589503919	33
EU	RU	2	24750001	24800000	-0.0122406247178982	46
EU	RU	2	24800001	24850000	-0.0018628517865964	38
EU	RU	2	24850001	24900000	0.0039581709466782	38
EU	RU	2	24900001	24950000	-0.0159993763258139	18
EU	RU	2	24950001	25000000	0.0276740602146391	33
EU	RU	2	25000001	25050000	0.0066771972346806	44
EU	RU	2	25050001	25100000	-0.0068999609172578	36
EU	RU	2	25100001	25150000	0.0122762669082442	35
EU	RU	2	25150001	25200000	-0.0118503886789749	24
EU	RU	2	25200001	25250000	0.0446176600267793	35
EU	RU	2	25250001	25300000	0.0080227195918962	48
EU	RU	2	25300001	25350000	0.0050816605692534	37
EU	RU	2	25350001	25400000	-0.0061063797434619	41
EU	RU	2	25400001	25450000	0.0111476841618399	43
EU	RU	2	25450001	25500000	-5.668407931800049e-05	39
EU	RU	2	25500001	25550000	0.0006017862719048	60
EU	RU	2	25550001	25600000	0.0094413779477328	35
EU	RU	2	25600001	25650000	0.0173402109888684	62
EU	RU	2	25650001	25700000	-0.0136964128687248	36
EU	RU	2	25700001	25750000	0.0123660018459205	28
EU	RU	2	25750001	25800000	-0.0061933831171422	34
EU	RU	2	25800001	25850000	-0.0049029510995474	14
EU	RU	2	25850001	25900000	0.0104696399099471	34
EU	RU	2	25900001	25950000	-0.0184058597121897	28
EU	RU	2	25950001	26000000	-0.0062718744903941	21
EU	RU	2	26000001	26050000	-0.0009236928535099	14
EU	RU	2	26050001	26100000	0.0182904420725959	14
EU	RU	2	26100001	26150000	0.0043513507801847	27
EU	RU	2	26150001	26200000	0.0223273639200744	19
EU	RU	2	26200001	26250000	0.011544522270497	17
EU	RU	2	26250001	26300000	0.0122207665742274	14
EU	RU	2	26300001	26350000	-0.0159778568727196	13
EU	RU	2	26350001	26400000	0.0132412827527329	12
EU	RU	2	26400001	26450000	0.0099746960598832	13
EU	RU	2	26450001	26500000	-0.000180783826007	18
EU	RU	2	26500001	26550000	0.0119292833665624	14
EU	RU	2	26550001	26600000	0.0116328263613635	8
EU	RU	2	26600001	26650000	-0.0170117410860677	19
EU	RU	2	26650001	26700000	0.0227255096293212	20
EU	RU	2	26700001	26750000	0.0721040113676821	11
EU	RU	2	26750001	26800000	0.0417309062302829	16
EU	RU	2	26800001	26850000	-0.0028789461188222	24
EU	RU	2	26850001	26900000	-0.0104876923123844	17
EU	RU	2	26900001	26950000	-0.0184078543372924	21
EU	RU	2	26950001	27000000	-0.0042314550398628	29
EU	RU	2	27000001	27050000	-0.0026610197109155	38
EU	RU	2	27050001	27100000	0.0274311692899065	46
EU	RU	2	27100001	27150000	0.0032832482364859	45
EU	RU	2	27150001	27200000	-0.0017058949089589	59
EU	RU	2	27200001	27250000	-0.0161961897561993	39
EU	RU	2	27250001	27300000	0.0082921463590984	49
EU	RU	2	27300001	27350000	-0.0115653267891567	44
EU	RU	2	27350001	27400000	0.0058984861806815	45
EU	RU	2	27400001	27450000	0.0244085185147237	36
EU	RU	2	27450001	27500000	0.0002454294162213	25
EU	RU	2	27500001	27550000	0.0032442764248807	23
EU	RU	2	27550001	27600000	0.0435847186028895	24
EU	RU	2	27600001	27650000	0.0040822490995593	14
EU	RU	2	27650001	27700000	0.0217547557954187	17
EU	RU	2	27700001	27750000	0.0172474223510611	32
EU	RU	2	27750001	27800000	0.0110597616156084	23
EU	RU	2	27800001	27850000	-0.0078225699314829	28
EU	RU	2	27850001	27900000	0.0272954662438726	26
EU	RU	2	27900001	27950000	-0.0009754199685262	28
EU	RU	2	27950001	28000000	0.0084082855620853	21
EU	RU	2	28000001	28050000	0.0352102660859817	24
EU	RU	2	28050001	28100000	-0.0076988808184059	19
EU	RU	2	28100001	28150000	0.0310348638281244	18
EU	RU	2	28150001	28200000	0.0698913286117181	19
EU	RU	2	28200001	28250000	0.0372923385631325	23
EU	RU	2	28250001	28300000	0.0016152687480177	20
EU	RU	2	28300001	28350000	0.0049513527650533	19
EU	RU	2	28350001	28400000	0.0169357610181263	26
EU	RU	2	28400001	28450000	0.0356191267430606	27
EU	RU	2	28450001	28500000	-0.0111550902138075	23
EU	RU	2	28500001	28550000	0.061747723086784	17
EU	RU	2	28550001	28600000	0.003756623021248	18
EU	RU	2	28600001	28650000	0.0130230012639944	38
EU	RU	2	28650001	28700000	-0.0149314420237159	51
EU	RU	2	28700001	28750000	0.0146147044424261	39
EU	RU	2	28750001	28800000	0.0158447620006591	39
EU	RU	2	28800001	28850000	0.0106767950056147	73
EU	RU	2	28850001	28900000	-0.005859067002897	70
EU	RU	2	28900001	28950000	-0.0047852049298319	54
EU	RU	2	28950001	29000000	-0.0040382746028103	66
EU	RU	2	29000001	29050000	-0.0098714124148307	73
EU	RU	2	29050001	29100000	0.0066047114360454	55
EU	RU	2	29100001	29150000	-0.0010170328553577	58
EU	RU	2	29150001	29200000	-0.0090088373665595	73
EU	RU	2	29200001	29250000	0.0048337116377686	73
EU	RU	2	29250001	29300000	-0.0023598673096363	56
EU	RU	2	29300001	29350000	-0.0105694202683111	68
EU	RU	2	29350001	29400000	0.0121482274407625	52
EU	RU	2	29400001	29450000	0.0024895045768774	33
EU	RU	2	29450001	29500000	0.0091165520793784	48
EU	RU	2	29500001	29550000	-0.0157982286998278	46
EU	RU	2	29550001	29600000	-0.0024778094688246	79
EU	RU	2	29600001	29650000	0.0108281678754917	43
EU	RU	2	29650001	29700000	-0.0037514604287928	34
EU	RU	2	29700001	29750000	0.0109576751023401	33
EU	RU	2	29750001	29800000	0.0104050988025977	28
EU	RU	2	29800001	29850000	0.004971282581009	33
EU	RU	2	29850001	29900000	0.018238713110433	36
EU	RU	2	29900001	29950000	0.0097140504610914	32
EU	RU	2	29950001	30000000	0.0121471046091282	32
EU	RU	2	30000001	30050000	0.0072956732793289	54
EU	RU	2	30050001	30100000	0.0289433286807259	28
