pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
EU	1	60800001	60850000	0.4001904251837305	24	13450	33609	735
RU	1	60800001	60850000	0.3971504897595725	24	892	2246	1426
EU	1	60850001	60900000	0.391399382276075	15	8237	21045	420
RU	1	60850001	60900000	0.3865450399087799	15	678	1754	541
EU	1	60900001	60950000	0.4395164100062713	21	12615	28702	1349
RU	1	60900001	60950000	0.4344637946837763	21	948	2182	1031
RU	1	60950001	61000000	0.4447101016138673	16	744	1673	775
EU	1	60950001	61000000	0.4244276161374607	16	9584	22581	315
EU	1	61000001	61050000	0.4404256902582422	19	11836	26874	315
RU	1	61000001	61050000	0.4418372441337993	19	885	2003	904
RU	1	61050001	61100000	0.4464714354296688	22	930	2083	1283
EU	1	61050001	61100000	0.4309038280157414	22	13249	30747	735
EU	1	61100001	61150000	0.4546431129147767	12	7618	16756	416
RU	1	61100001	61150000	0.4909404659188956	12	569	1159	677
RU	1	61150001	61200000	0.4838323353293413	7	404	835	236
EU	1	61150001	61200000	0.452683615819209	7	4487	9912	105
RU	1	61200001	61250000	0.4042345276872964	27	1241	3070	1061
EU	1	61200001	61250000	0.4262835734262044	27	16157	37902	735
EU	1	61250001	61300000	0.3985245822076262	44	24634	61813	1151
RU	1	61250001	61300000	0.398991784914115	44	2137	5356	1376
RU	1	61300001	61350000	0.4166259168704156	38	1704	4090	1724
EU	1	61300001	61350000	0.3942325650890889	38	21108	53542	836
EU	1	61350001	61400000	0.43075733118106	21	12809	29736	315
RU	1	61350001	61400000	0.4392227745142341	21	972	2213	1000
RU	1	61400001	61450000	0.3976807639836289	14	583	1466	676
EU	1	61400001	61450000	0.4480496181249679	14	8741	19509	525
EU	1	61450001	61500000	0.4136753312244992	31	18047	43626	735
RU	1	61450001	61500000	0.3973859844271413	31	1429	3596	1147
RU	1	61500001	61550000	0.4051080550098231	23	1031	2545	974
EU	1	61500001	61550000	0.425713227121156	23	13788	32388	525
RU	1	61550001	61600000	0.4066130473637176	21	910	2238	975
EU	1	61550001	61600000	0.4069814366424535	21	12102	29736	315
RU	1	61600001	61650000	0.4097621000820344	22	999	2438	928
EU	1	61600001	61650000	0.4512835472578763	22	13923	30852	630
EU	1	61650001	61700000	0.4380995155753745	22	13656	31171	311
RU	1	61650001	61700000	0.3952341824157765	22	962	2434	932
RU	1	61700001	61750000	0.3904191616766467	14	652	1670	472
EU	1	61700001	61750000	0.4226380648105888	14	8334	19719	315
EU	1	61750001	61800000	0.411063829787234	10	5796	14100	210
RU	1	61750001	61800000	0.3675213675213675	10	344	936	594
EU	1	61800001	61850000	0.4732932437212593	12	8028	16962	210
RU	1	61800001	61850000	0.4890995260663507	12	516	1055	781
EU	1	61850001	61900000	0.4263580967198236	11	6577	15426	315
RU	1	61850001	61900000	0.3942093541202672	11	531	1347	336
EU	1	61900001	61950000	0.4294167117198294	24	14297	33294	1050
RU	1	61900001	61950000	0.3439153439153439	24	845	2457	1215
EU	1	61950001	62000000	0.4571901049576457	21	13547	29631	420
RU	1	61950001	62000000	0.4377423524342955	21	1016	2321	892
RU	1	62000001	62050000	0.4497389033942559	13	689	1532	457
EU	1	62000001	62050000	0.430163649214375	13	7912	18393	210
RU	1	62050001	62100000	0.4521372667068031	14	751	1661	481
EU	1	62050001	62100000	0.467455325945892	14	9365	20034	0
RU	1	62100001	62150000	0.4558610709117221	13	630	1382	607
EU	1	62100001	62150000	0.4551388427923443	13	8228	18078	525
RU	1	62150001	62200000	0.423896499238965	12	557	1314	522
EU	1	62150001	62200000	0.4427834134187577	12	7464	16857	315
RU	1	62200001	62250000	0.4573570759137769	9	488	1067	310
EU	1	62200001	62250000	0.4541255675591044	9	5801	12774	105
EU	1	62250001	62300000	0.4689331015388577	11	7283	15531	210
RU	1	62250001	62300000	0.4785388127853881	11	524	1095	588
RU	1	62300001	62350000	0.4434968017057569	9	416	938	439
EU	1	62300001	62350000	0.4758102395490841	9	6078	12774	105
EU	1	62350001	62400000	0.3818365118037469	17	9090	23806	521
RU	1	62350001	62400000	0.3363636363636363	17	592	1760	841
EU	1	62400001	62450000	0.4268372703412073	13	7806	18288	315
RU	1	62400001	62450000	0.4013814274750575	13	523	1303	686
EU	1	62450001	62500000	0.4485565716334947	20	12508	27885	735
RU	1	62450001	62500000	0.4265154819014392	20	978	2293	767
EU	1	62500001	62550000	0.3898326100433974	6	3144	8065	521
RU	1	62500001	62550000	0.3863298662704309	6	260	673	245
RU	1	62550001	62600000	0.448256779192031	16	810	1807	641
EU	1	62550001	62600000	0.4463307284649241	16	9938	22266	630
EU	1	62600001	62650000	0.4263484906801562	13	7754	18187	416
RU	1	62600001	62650000	0.451556077510276	13	769	1703	286
RU	1	62650001	62700000	0.3572854291417165	13	537	1503	486
EU	1	62650001	62700000	0.3724846894138233	13	6812	18288	315
EU	1	62700001	62750000	0.4469256653410829	14	8766	19614	420
RU	1	62700001	62750000	0.4474187380497132	14	702	1569	573
RU	1	62750001	62800000	0.4109215017064846	14	602	1465	677
EU	1	62750001	62800000	0.4177329519795273	14	8325	19929	105
EU	1	62800001	62850000	0.4275495990663705	19	11357	26563	626
RU	1	62800001	62850000	0.399581589958159	19	764	1912	995
EU	1	62850001	62900000	0.4780803227145992	12	8059	16857	315
RU	1	62850001	62900000	0.4876237623762376	12	591	1212	624
RU	1	62900001	62950000	0.4551724137931034	14	726	1595	547
EU	1	62900001	62950000	0.4604345426263234	14	9176	19929	105
EU	1	62950001	63000000	0.4570219518645861	8	5184	11343	105
RU	1	62950001	63000000	0.4032459425717852	8	323	801	423
EU	1	63000001	63050000	0.4210505714733051	18	10757	25548	210
RU	1	63000001	63050000	0.430561797752809	18	958	2225	529
EU	1	63050001	63100000	0.4175878567893087	13	7593	18183	420
RU	1	63050001	63100000	0.4677716390423573	13	508	1086	903
EU	1	63100001	63150000	0.4270449172576832	15	9032	21150	315
RU	1	63100001	63150000	0.4111936036550542	15	720	1751	544
EU	1	63150001	63200000	0.4109014675052411	12	7056	17172	0
RU	1	63150001	63200000	0.4224664224664224	12	692	1638	198
EU	1	63200001	63250000	0.4482961914868529	6	3802	8481	105
RU	1	63200001	63250000	0.4523470839260313	6	318	703	215
RU	1	63250001	63300000	0.4459295261239368	11	367	823	860
EU	1	63250001	63300000	0.4614621237181607	11	6975	15115	626
EU	1	63300001	63350000	0.4087508821453776	15	8688	21255	210
RU	1	63300001	63350000	0.4086859688195991	15	734	1796	499
RU	1	63350001	63400000	0.4556471158507028	21	940	2063	1150
EU	1	63350001	63400000	0.4115961800818554	21	12068	29320	731
EU	1	63400001	63450000	0.3711009002951175	19	9934	26769	420
RU	1	63400001	63450000	0.4212880143112701	19	942	2236	671
EU	1	63450001	63500000	0.412953185498064	10	5866	14205	105
RU	1	63450001	63500000	0.4683815648445874	10	437	933	597
EU	1	63500001	63550000	0.425774440123374	16	9525	22371	525
RU	1	63500001	63550000	0.4480746791131855	16	768	1714	734
EU	1	63550001	63600000	0.428367783321454	15	9015	21045	420
RU	1	63550001	63600000	0.4257028112449799	15	742	1743	552
EU	1	63600001	63650000	0.3905375903943239	21	11449	29316	735
RU	1	63600001	63650000	0.3600806451612903	21	893	2480	733
RU	1	63650001	63700000	0.3631198347107438	18	703	1936	818
EU	1	63650001	63700000	0.397995929231251	18	10168	25548	210
RU	1	63700001	63750000	0.4126328217237308	17	699	1694	907
EU	1	63700001	63750000	0.399800970269934	17	9642	24117	210
EU	1	63750001	63800000	0.3678473100677134	19	9887	26878	311
RU	1	63750001	63800000	0.3809304467987103	19	827	2171	736
RU	1	63800001	63850000	0.4246088193456614	15	597	1406	889
EU	1	63800001	63850000	0.4343262411347517	15	9186	21150	315
EU	1	63850001	63900000	0.4426704680446662	15	9316	21045	420
RU	1	63850001	63900000	0.454014598540146	15	622	1370	925
EU	1	63900001	63950000	0.4478040894530431	24	14958	33403	941
RU	1	63900001	63950000	0.4408730158730158	24	1111	2520	1152
EU	1	63950001	64000000	0.4188969353484467	27	15965	38112	525
RU	1	63950001	64000000	0.4166427546628407	27	1452	3485	646
EU	1	64000001	64050000	0.4308162785227005	15	9157	21255	210
RU	1	64000001	64050000	0.4166666666666667	15	640	1536	759
RU	1	64050001	64100000	0.4224852071005917	15	714	1690	605
EU	1	64050001	64100000	0.42895726825504	15	8894	20734	731
RU	1	64100001	64150000	0.4006928406466513	32	1388	3464	1432
EU	1	64100001	64150000	0.43011824099907	32	19425	45162	630
RU	1	64150001	64200000	0.3647629310344827	16	677	1856	592
EU	1	64150001	64200000	0.4203032707396632	16	9535	22686	210
RU	1	64200001	64250000	0.3951612903225806	12	588	1488	348
EU	1	64200001	64250000	0.4198746118239878	12	7166	17067	105
EU	1	64250001	64300000	0.4091272641731357	15	8696	21255	210
RU	1	64250001	64300000	0.379570516540917	15	654	1723	572
EU	1	64300001	64350000	0.450352451949896	28	17761	39438	630
RU	1	64300001	64350000	0.4346138921226232	28	1120	2577	1707
EU	1	64350001	64400000	0.4379662627702542	15	9217	21045	420
RU	1	64350001	64400000	0.443526170798898	15	805	1815	480
RU	1	64400001	64450000	0.3824549237170596	24	1103	2884	788
EU	1	64400001	64450000	0.4159791832993287	24	14068	33819	525
EU	1	64450001	64500000	0.4356151493766172	15	9259	21255	210
RU	1	64450001	64500000	0.4577702702702703	15	813	1776	519
EU	1	64500001	64550000	0.4264878852034815	15	9065	21255	210
RU	1	64500001	64550000	0.4003634161114476	15	661	1651	644
EU	1	64550001	64600000	0.4052384076990376	13	7411	18288	315
RU	1	64550001	64600000	0.3873359954363947	13	679	1753	236
EU	1	64600001	64650000	0.4247236634333408	16	9414	22165	731
RU	1	64600001	64650000	0.4344309647602541	16	752	1731	717
EU	1	64650001	64700000	0.4224113475177305	10	5956	14100	210
RU	1	64650001	64700000	0.3945035460992908	10	445	1128	402
EU	1	64700001	64750000	0.4110803022889142	13	7561	18393	210
RU	1	64700001	64750000	0.4102744546094299	13	583	1421	568
RU	1	64750001	64800000	0.4189497716894977	11	367	876	807
EU	1	64750001	64800000	0.4710283960092095	11	7365	15636	105
EU	1	64800001	64850000	0.4395462633451957	16	9881	22480	416
RU	1	64800001	64850000	0.4509943181818182	16	635	1408	1040
RU	1	64850001	64900000	0.4218116268589454	20	936	2219	841
EU	1	64850001	64900000	0.4049119060331019	20	11376	28095	525
EU	1	64900001	64950000	0.3816335758622107	17	9284	24327	0
RU	1	64900001	64950000	0.4264494489698131	17	890	2087	514
EU	1	64950001	65000000	0.4921985815602837	10	6940	14100	210
RU	1	64950001	65000000	0.5043478260869565	10	522	1035	495
EU	1	65000001	65050000	0.3611556030135848	12	6088	16857	315
RU	1	65000001	65050000	0.4045864045864046	12	494	1221	615
EU	1	65050001	65100000	0.4367325146823278	12	7362	16857	315
RU	1	65050001	65100000	0.4330609679446889	12	689	1591	245
RU	1	65100001	65150000	0.4639289678135405	9	418	901	476
EU	1	65100001	65150000	0.4584311883513386	9	5856	12774	105
RU	1	65150001	65200000	0.4240254574383452	10	533	1257	273
EU	1	65150001	65200000	0.415005359056806	10	5808	13995	315
RU	1	65200001	65250000	0.4415584415584415	15	782	1771	524
EU	1	65200001	65250000	0.4164756446991404	15	8721	20940	525
RU	1	65250001	65300000	0.3981113320079523	18	801	2012	742
EU	1	65250001	65300000	0.4087108152023144	18	10313	25233	525
EU	1	65300001	65350000	0.3753718490684202	9	4795	12774	105
RU	1	65300001	65350000	0.4002217294900221	9	361	902	475
EU	1	65350001	65400000	0.42896370582617	6	3593	8376	210
RU	1	65350001	65400000	0.3997493734335839	6	319	798	120
EU	1	65400001	65450000	0.3923404255319149	30	16596	42300	630
RU	1	65400001	65450000	0.3866296980899569	30	1255	3246	1344
EU	1	65450001	65500000	0.3809125507088787	17	9108	23911	416
RU	1	65450001	65500000	0.390847711927982	17	521	1333	1268
EU	1	65500001	65550000	0.4127571368597817	27	15731	38112	525
RU	1	65500001	65550000	0.4073033707865168	27	1450	3560	571
EU	1	65550001	65600000	0.4036579425180461	32	18230	45162	630
RU	1	65550001	65600000	0.3529210796036898	32	1033	2927	1969
EU	1	65600001	65650000	0.3526793399404864	29	14341	40663	836
RU	1	65600001	65650000	0.3488299531981279	29	1118	3205	1232
RU	1	65650001	65700000	0.3974116161616162	27	1259	3168	963
EU	1	65650001	65700000	0.3781781622880122	27	14294	37797	840
RU	1	65700001	65750000	0.3802330599913681	21	881	2317	896
EU	1	65700001	65750000	0.4095497953615279	21	12008	29320	731
EU	1	65750001	65800000	0.4342242857740411	17	10381	23907	420
RU	1	65750001	65800000	0.4270833333333333	17	697	1632	969
RU	1	65800001	65850000	0.4759647935003385	14	703	1477	665
EU	1	65800001	65850000	0.4494858740141759	14	9005	20034	0
RU	1	65850001	65900000	0.4320175438596491	9	394	912	465
EU	1	65850001	65900000	0.4460402792265104	9	5559	12463	416
EU	1	65900001	65950000	0.4044641443723286	27	15330	37902	735
RU	1	65900001	65950000	0.3802912292583813	27	1123	2953	1178
EU	1	65950001	66000000	0.449455205811138	14	8910	19824	210
RU	1	65950001	66000000	0.4642297650130548	14	889	1915	227
RU	1	66000001	66050000	0.474459724950884	13	483	1018	971
EU	1	66000001	66050000	0.4767060367454068	13	8718	18288	315
EU	1	66050001	66100000	0.3779813162152288	27	14485	38322	315
RU	1	66050001	66100000	0.3791208791208791	27	1173	3094	1037
RU	1	66100001	66150000	0.4286480686695278	16	799	1864	584
EU	1	66100001	66150000	0.3928491620111732	16	8790	22375	521
RU	1	66150001	66200000	0.4167446211412535	25	891	2138	1687
EU	1	66150001	66200000	0.4311669555170421	25	14927	34620	1155
EU	1	66200001	66250000	0.4210481124245113	25	14711	34939	836
RU	1	66200001	66250000	0.4486977111286503	25	1137	2534	1291
EU	1	66250001	66300000	0.3887124201880194	22	12115	31167	315
RU	1	66250001	66300000	0.4010416666666667	22	1001	2496	870
RU	1	66300001	66350000	0.3609831029185867	22	705	1953	1413
EU	1	66300001	66350000	0.3833945013199407	22	11909	31062	420
EU	1	66350001	66400000	0.3761351007020682	26	13876	36891	315
RU	1	66350001	66400000	0.4134095964410549	26	1301	3147	831
EU	1	66400001	66450000	0.4297173292264253	22	13393	31167	315
RU	1	66400001	66450000	0.4659090909090909	22	1025	2200	1166
EU	1	66450001	66500000	0.3978324777324382	16	9067	22791	105
RU	1	66450001	66500000	0.3969213853765805	16	722	1819	629
RU	1	66500001	66550000	0.3783969728242174	26	1100	2907	1071
EU	1	66500001	66550000	0.3957844802026899	26	14684	37101	105
EU	1	66550001	66600000	0.4194186379368673	27	16117	38427	210
RU	1	66550001	66600000	0.4006479481641469	27	1484	3704	427
RU	1	66600001	66650000	0.3610161211529067	36	1478	4094	1414
EU	1	66600001	66650000	0.3826914044152184	36	19554	51096	420
EU	1	66650001	66700000	0.3966567001902691	26	14593	36790	416
RU	1	66650001	66700000	0.3709198813056379	26	1125	3033	945
EU	1	66700001	66750000	0.415531914893617	10	5859	14100	210
RU	1	66700001	66750000	0.4423592493297587	10	495	1119	411
EU	1	66750001	66800000	0.4131016042780748	15	8652	20944	521
RU	1	66750001	66800000	0.4346629986244842	15	632	1454	841
RU	1	66800001	66850000	0.3654513888888889	10	421	1152	378
EU	1	66800001	66850000	0.4097177563415505	10	5734	13995	315
EU	1	66850001	66900000	0.4236211377418423	22	13203	31167	315
RU	1	66850001	66900000	0.4269261318506751	22	1075	2518	848
EU	1	66900001	66950000	0.3934432619966476	36	20186	51306	210
RU	1	66900001	66950000	0.3751435791408224	36	1633	4353	1155
EU	1	66950001	67000000	0.4209826989619377	51	30416	72250	731
RU	1	66950001	67000000	0.4008366904245429	51	2587	6454	1349
RU	1	67000001	67050000	0.4229877442861874	28	1277	3019	1265
EU	1	67000001	67050000	0.4155000250890662	28	16561	39858	210
EU	1	67050001	67100000	0.3180992558739087	12	5429	17067	105
RU	1	67050001	67100000	0.306791569086651	12	393	1281	555
EU	1	67100001	67150000	0.4358114233907525	16	9614	22060	836
RU	1	67100001	67150000	0.3923973022685469	16	640	1631	817
EU	1	67150001	67200000	0.4150375565835945	57	33374	80412	1155
RU	1	67150001	67200000	0.4176593210244192	57	2805	6716	2005
EU	1	67200001	67250000	0.3904089621855738	34	18749	48024	630
RU	1	67200001	67250000	0.3869154676258993	34	1721	4448	754
RU	1	67250001	67300000	0.445429908844543	32	1808	4059	837
EU	1	67250001	67300000	0.4504143159379407	32	20438	45376	416
EU	1	67300001	67350000	0.4223933195434	37	22054	52212	735
RU	1	67300001	67350000	0.4027068437180797	37	1577	3916	1745
EU	1	67350001	67400000	0.3829497589647496	44	23911	62439	525
RU	1	67350001	67400000	0.3688049373480456	44	1972	5347	1385
EU	1	67400001	67450000	0.4024154763189772	59	33553	83379	1050
RU	1	67400001	67450000	0.3929791860826344	59	2530	6438	2589
EU	1	67450001	67500000	0.394201417547721	54	30089	76329	945
RU	1	67450001	67500000	0.385828025477707	54	2423	6280	1982
RU	1	67500001	67550000	0.4298780487804878	27	1269	2952	1179
EU	1	67500001	67550000	0.4356633081444164	27	16604	38112	525
RU	1	67550001	67600000	0.3632859551915201	33	1508	4151	898
EU	1	67550001	67600000	0.3547171427347865	33	16566	46702	521
RU	1	67600001	67650000	0.3638029315960912	43	1787	4912	1667
EU	1	67600001	67650000	0.3571758648006337	43	21642	60592	941
RU	1	67650001	67700000	0.3968775677896466	43	1932	4868	1711
EU	1	67650001	67700000	0.3837782238664831	43	23133	60277	1256
RU	1	67700001	67750000	0.3746893519403556	46	1960	5231	1807
EU	1	67700001	67750000	0.3929907975460123	46	25623	65200	626
EU	1	67750001	67800000	0.3983683673805059	43	24220	60798	735
RU	1	67750001	67800000	0.4199599344381715	43	2306	5491	1088
EU	1	67800001	67850000	0.4342452437161505	31	18762	43206	1155
RU	1	67800001	67850000	0.4224783861671469	31	1466	3470	1273
RU	1	67850001	67900000	0.3707194470625196	31	1180	3183	1560
EU	1	67850001	67900000	0.3795682788872215	31	16441	43315	1046
EU	1	67900001	67950000	0.4055837948562324	28	16038	39543	525
RU	1	67900001	67950000	0.3778375149342891	28	1265	3348	936
EU	1	67950001	68000000	0.4198969518948331	59	34880	83068	1361
RU	1	67950001	68000000	0.4140175597941266	59	2735	6606	2421
RU	1	68000001	68050000	0.4440717177559283	75	3839	8645	2830
EU	1	68000001	68050000	0.4388959182717091	75	46828	106695	630
EU	1	68050001	68100000	0.4281233554362699	68	40676	95010	2298
RU	1	68050001	68100000	0.4248832381940841	68	3275	7708	2696
RU	1	68100001	68150000	0.3838286992649409	28	1201	3129	1155
EU	1	68100001	68150000	0.378631915217281	28	14934	39442	626
RU	1	68150001	68200000	0.3822544642857143	61	2740	7168	2165
EU	1	68150001	68200000	0.413753966599495	61	35726	86346	945
EU	1	68200001	68250000	0.3783192243687143	39	20915	55284	525
RU	1	68200001	68250000	0.3702016916070266	39	1707	4611	1356
EU	1	68250001	68300000	0.4043647406980482	64	36483	90223	1361
RU	1	68250001	68300000	0.3811491801093187	64	2859	7501	2291
RU	1	68300001	68350000	0.4258900460159845	67	3517	8258	1993
EU	1	68300001	68350000	0.4104037169586237	67	39219	95562	315
EU	1	68350001	68400000	0.3836196518857369	50	27087	70609	941
RU	1	68350001	68400000	0.3818534691897137	50	2361	6183	1467
EU	1	68400001	68450000	0.3909079218106996	55	30397	77760	945
RU	1	68400001	68450000	0.371715861174181	55	2292	6166	2249
EU	1	68450001	68500000	0.4305159228398584	25	15087	35044	731
RU	1	68450001	68500000	0.4380392156862745	25	1117	2550	1275
EU	1	68500001	68550000	0.4202304737516005	25	14769	35145	630
RU	1	68500001	68550000	0.4099672608221171	25	1127	2749	1076
EU	1	68550001	68600000	0.4194605853323708	60	35444	84499	1361
RU	1	68550001	68600000	0.4018227009113504	60	2910	7242	1938
EU	1	68600001	68650000	0.3798469067637093	51	27243	71721	1260
RU	1	68600001	68650000	0.4042176147439305	51	2281	5643	2160
EU	1	68650001	68700000	0.455032394005632	36	23107	50781	735
RU	1	68650001	68700000	0.4605059370160041	36	1784	3874	1634
EU	1	68700001	68750000	0.4051141436041321	67	38118	94092	1785
RU	1	68700001	68750000	0.4075288749465279	67	2858	7013	3238
EU	1	68750001	68800000	0.4194770032216053	41	24479	58356	315
RU	1	68750001	68800000	0.4095067621320604	41	2059	5028	1245
RU	1	68800001	68850000	0.3685671578048259	48	1726	4683	2661
EU	1	68800001	68850000	0.4072575304972262	48	27676	67957	731
EU	1	68850001	68900000	0.4294529043286118	68	41203	95943	1365
RU	1	68850001	68900000	0.4407412013431165	68	3544	8041	2363
EU	1	68900001	68950000	0.4164167916041979	51	29997	72036	945
RU	1	68900001	68950000	0.3826291079812207	51	2119	5538	2265
RU	1	68950001	69000000	0.385512882839086	60	2379	6171	3009
EU	1	68950001	69000000	0.3679526980591037	60	31053	84394	1466
RU	1	69000001	69050000	0.4020867987297747	53	2659	6613	1496
EU	1	69000001	69050000	0.3838657425847739	53	28912	75318	525
EU	1	69050001	69100000	0.4276086240012729	62	37624	87987	735
RU	1	69050001	69100000	0.390145170295924	62	2795	7164	2322
RU	1	69100001	69150000	0.3898035817446563	55	2699	6924	1491
EU	1	69100001	69150000	0.3841392649903288	55	29790	77550	1155
RU	1	69150001	69200000	0.4185538881309686	63	3068	7330	2309
EU	1	69150001	69200000	0.4038360100108862	63	35983	89103	1050
RU	1	69200001	69250000	0.3854089904200442	38	1569	4071	1743
EU	1	69200001	69250000	0.3961669779110784	38	21002	53013	1365
RU	1	69250001	69300000	0.4129124820659971	27	1439	3485	646
EU	1	69250001	69300000	0.4282115869017632	27	16320	38112	525
RU	1	69300001	69350000	0.3509933774834437	31	1219	3473	1270
EU	1	69300001	69350000	0.3926786778526567	31	17131	43626	735
RU	1	69350001	69400000	0.3878787878787879	40	1920	4950	1170
EU	1	69350001	69400000	0.3896783713046075	40	22184	56929	311
RU	1	69400001	69450000	0.4287479406919275	42	2082	4856	1570
EU	1	69400001	69450000	0.4301285728748354	42	25492	59266	836
RU	1	69450001	69500000	0.360082304526749	16	525	1458	990
EU	1	69450001	69500000	0.4169877330499092	16	9416	22581	315
RU	1	69500001	69550000	0.4364135407136322	49	2385	5465	2032
EU	1	69500001	69550000	0.4039403897152081	49	28027	69384	735
EU	1	69550001	69600000	0.4151202749140893	30	17516	42195	735
RU	1	69550001	69600000	0.410413030831879	30	1411	3438	1152
EU	1	69600001	69650000	0.3774209763742275	48	25528	67638	1050
RU	1	69600001	69650000	0.3638181818181818	48	2001	5500	1844
RU	1	69650001	69700000	0.3794929396662387	51	2365	6232	1571
EU	1	69650001	69700000	0.3916219625455704	51	28252	72141	840
RU	1	69700001	69750000	0.3819833752174753	40	1976	5173	947
EU	1	69700001	69750000	0.3801195366631992	40	21560	56719	521
EU	1	69750001	69800000	0.4163194667008525	33	19485	46803	420
RU	1	69750001	69800000	0.415089986155976	33	1799	4334	715
RU	1	69800001	69850000	0.410882842865075	18	740	1801	953
EU	1	69800001	69850000	0.4354393957559045	18	10896	25023	735
RU	1	69850001	69900000	0.4150943396226415	46	2530	6095	943
EU	1	69850001	69900000	0.401053909142585	46	26105	65091	735
EU	1	69900001	69950000	0.3902764262803186	39	21658	55494	315
RU	1	69900001	69950000	0.3761375126390293	39	1488	3956	2011
EU	1	69950001	70000000	0.3924477489608337	61	33517	85405	1886
RU	1	69950001	70000000	0.3874749344439303	61	2512	6483	2850
RU	1	70000001	70050000	0.3919236187196744	55	2504	6389	2026
EU	1	70000001	70050000	0.3866383744855967	55	30065	77760	945
RU	1	70050001	70100000	0.4034159249458744	38	1677	4157	1657
EU	1	70050001	70100000	0.4074115581456162	38	21812	53538	840
RU	1	70100001	70150000	0.4081088290210722	33	1530	3749	1300
EU	1	70100001	70150000	0.3937856010964067	33	18389	46698	525
RU	1	70150001	70200000	0.4073617108780588	49	1981	4863	2634
EU	1	70150001	70200000	0.4268640870026829	49	29752	69699	420
RU	1	70200001	70250000	0.352641056422569	28	1175	3332	952
EU	1	70200001	70250000	0.3950383127228586	28	15621	39543	525
EU	1	70250001	70300000	0.4567145916182318	7	4479	9807	210
RU	1	70250001	70300000	0.465370595382746	7	383	823	248
EU	1	70300001	70350000	0.3968236838792064	39	22063	55599	210
RU	1	70300001	70350000	0.3841844430079724	39	1783	4641	1326
EU	1	70350001	70400000	0.4644359847725907	21	13908	29946	105
RU	1	70350001	70400000	0.4791901012373453	21	1278	2667	546
EU	1	70400001	70450000	0.4354321036573285	18	10989	25237	521
RU	1	70400001	70450000	0.4511166253101737	18	909	2015	739
EU	1	70450001	70500000	0.4153858664714971	26	15324	36891	315
RU	1	70450001	70500000	0.3834586466165413	26	1122	2926	1052
EU	1	70500001	70550000	0.424824495209348	31	18578	43731	630
RU	1	70500001	70550000	0.4299531066822977	31	1467	3412	1331
RU	1	70550001	70600000	0.3834855101230647	23	966	2519	1000
EU	1	70550001	70600000	0.3922998799741483	23	12747	32493	420
EU	1	70600001	70650000	0.4072267068807475	24	13772	33819	525
RU	1	70600001	70650000	0.3844043887147335	24	981	2552	1120
EU	1	70650001	70700000	0.4648766982164702	11	7220	15531	210
RU	1	70650001	70700000	0.4262422360248447	11	549	1288	395
RU	1	70700001	70750000	0.4216937354988399	14	727	1724	418
EU	1	70700001	70750000	0.4527340597255851	14	8975	19824	210
RU	1	70750001	70800000	0.4221907125132931	26	1191	2821	1157
EU	1	70750001	70800000	0.4051163938471662	26	14775	36471	735
EU	1	70800001	70850000	0.4308234002002778	22	13337	30957	525
RU	1	70800001	70850000	0.4394618834080717	22	1176	2676	690
EU	1	70850001	70900000	0.4182793279327932	19	11153	26664	525
RU	1	70850001	70900000	0.4050332383665717	19	853	2106	801
RU	1	70900001	70950000	0.4019916142557652	18	767	1908	846
EU	1	70900001	70950000	0.43400657585721	18	11088	25548	210
RU	1	70950001	71000000	0.4740359897172236	18	922	1945	809
EU	1	70950001	71000000	0.4425248642865634	18	11168	25237	521
RU	1	71000001	71050000	0.4055630327501122	18	904	2229	525
EU	1	71000001	71050000	0.4418178923909583	18	11102	25128	630
RU	1	71050001	71100000	0.4280014508523758	24	1180	2757	915
EU	1	71050001	71100000	0.4083166182678202	24	13639	33403	941
EU	1	71100001	71150000	0.4309642102757861	24	14486	33613	731
RU	1	71100001	71150000	0.4020142677297524	24	958	2383	1289
EU	1	71150001	71200000	0.4284866820905262	12	7223	16857	315
RU	1	71150001	71200000	0.4362850971922246	12	404	926	910
RU	1	71200001	71250000	0.4539579967689822	27	1405	3095	1036
EU	1	71200001	71250000	0.4582947541070342	27	17324	37801	836
RU	1	71250001	71300000	0.4341329138812426	22	1104	2543	823
EU	1	71250001	71300000	0.4462711152740544	22	13817	30961	521
RU	1	71300001	71350000	0.4067370537958773	17	809	1989	612
EU	1	71300001	71350000	0.4362818590704648	17	10476	24012	315
RU	1	71350001	71400000	0.4284833538840937	15	695	1622	673
EU	1	71350001	71400000	0.4367041198501872	15	9328	21360	105
RU	1	71400001	71450000	0.3540169823644676	18	542	1531	1223
EU	1	71400001	71450000	0.4106315237980091	18	10189	24813	945
RU	1	71450001	71500000	0.4062186559679037	18	810	1994	760
EU	1	71450001	71500000	0.3989007133668577	18	10233	25653	105
EU	1	71500001	71550000	0.4395038243569928	18	11090	25233	525
RU	1	71500001	71550000	0.4374398460057748	18	909	2078	676
RU	1	71550001	71600000	0.4226600985221674	17	858	2030	571
EU	1	71550001	71600000	0.3872087673066466	17	9257	23907	420
EU	1	71600001	71650000	0.4033190959245417	16	9065	22476	420
RU	1	71600001	71650000	0.4331826985151711	16	671	1549	899
EU	1	71650001	71700000	0.4244181161246954	17	10102	23802	525
RU	1	71650001	71700000	0.3783982365907421	17	515	1361	1240
RU	1	71700001	71750000	0.353110599078341	19	613	1736	1171
EU	1	71700001	71750000	0.4037132504015839	19	10807	26769	420
