pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
EU	RU	2	84200001	84250000	0.4193587270973963	41	13916	33184	6668
EU	RU	2	84250001	84300000	0.393366170614127	50	15014	38168	10432
EU	RU	2	84300001	84350000	0.4033719613139322	55	18518	45908	7552
EU	RU	2	84350001	84400000	0.4060123403644712	64	22636	55752	6456
EU	RU	2	84400001	84450000	0.391725058391725	57	18784	47952	7452
EU	RU	2	84450001	84500000	0.3794763908368396	55	16234	42780	10680
EU	RU	2	84500001	84550000	0.4215095676824947	43	14274	33864	7932
EU	RU	2	84550001	84600000	0.3879913190258018	44	12872	33176	9592
EU	RU	2	84600001	84650000	0.4028214339170783	65	21530	53448	9732
EU	RU	2	84650001	84700000	0.3789665211062591	63	20828	54960	6276
EU	RU	2	84700001	84750000	0.4084842707340324	74	25710	62940	8988
EU	RU	2	84750001	84800000	0.4389326909037815	68	24050	54792	11304
EU	RU	2	84800001	84850000	0.4222163026105487	20	6340	15016	4424
EU	RU	2	84850001	84900000	0.428618205631958	15	5236	12216	2364
EU	RU	2	84900001	84950000	0.4182597231377719	50	17766	42476	6124
EU	RU	2	84950001	85000000	0.3963406520292747	35	11914	30060	3960
EU	RU	2	85000001	85050000	0.4185692026285482	72	24714	59044	10940
EU	RU	2	85050001	85100000	0.4252486939096829	66	23768	55892	8260
EU	RU	2	85100001	85150000	0.433679398775858	62	22390	51628	8636
EU	RU	2	85150001	85200000	0.4012337073952742	70	23026	57388	10652
EU	RU	2	85200001	85250000	0.4345607364418651	52	17372	39976	10568
EU	RU	2	85250001	85300000	0.3788468668891361	50	16348	43152	5448
EU	RU	2	85300001	85350000	0.3818301225919439	54	17442	45680	6808
EU	RU	2	85350001	85400000	0.4086120996441281	32	11482	28100	3004
EU	RU	2	85400001	85450000	0.3894793291731669	49	15978	41024	6604
EU	RU	2	85450001	85500000	0.3922188616992026	52	17118	43644	6900
EU	RU	2	85500001	85550000	0.3910047343503419	46	14866	38020	6692
EU	RU	2	85550001	85600000	0.3902141395055897	63	19826	50808	10428
EU	RU	2	85600001	85650000	0.4204841939202718	79	27720	65924	10864
EU	RU	2	85650001	85700000	0.3914639596501308	73	24526	62652	8304
EU	RU	2	85700001	85750000	0.418795823150411	40	15080	36008	2872
EU	RU	2	85750001	85800000	0.4046327858692284	64	20892	51632	10576
EU	RU	2	85800001	85850000	0.4166124249656469	68	23042	55308	10788
EU	RU	2	85850001	85900000	0.4131580362424047	92	30734	74388	15036
EU	RU	2	85900001	85950000	0.3975196275967484	70	22886	57572	10468
EU	RU	2	85950001	86000000	0.4193091231178034	30	9468	22580	6580
EU	RU	2	86000001	86050000	0.4229993796526055	32	10910	25792	5312
EU	RU	2	86050001	86100000	0.3880216758330637	64	19190	49456	12752
EU	RU	2	86100001	86150000	0.395979408893228	56	17846	45068	9364
EU	RU	2	86150001	86200000	0.4186056495234824	59	19502	46588	10760
EU	RU	2	86200001	86250000	0.4525737940964723	26	10058	22224	3048
EU	RU	2	86250001	86300000	0.438133018230925	28	10382	23696	3520
EU	RU	2	86300001	86350000	0.4219398032942292	82	28486	67512	12192
EU	RU	2	86350001	86400000	0.4092578790459966	90	30750	75136	12344
EU	RU	2	86400001	86450000	0.4008954865076026	78	26682	66556	9260
EU	RU	2	86450001	86500000	0.4080838323353293	119	40890	100200	15468
EU	RU	2	86500001	86550000	0.4120353498542274	108	36180	87808	17168
EU	RU	2	86550001	86600000	0.3478963288876667	67	20242	58184	6940
EU	RU	2	86600001	86650000	0.4103667014250955	58	18890	46032	10344
EU	RU	2	86650001	86700000	0.3826557206150638	37	11746	30696	5268
EU	RU	2	86700001	86750000	0.3604292790313704	44	13098	36340	6428
EU	RU	2	86750001	86800000	0.3983770170693032	53	17084	42884	8632
EU	RU	2	86800001	86850000	0.3706885373443983	74	22870	61696	10232
EU	RU	2	86850001	86900000	0.4279885760913913	24	8392	19608	3720
EU	RU	2	86900001	86950000	0.4754468670202317	24	9682	20364	2964
EU	RU	2	86950001	87000000	0.4246552675124104	44	15398	36260	6508
EU	RU	2	87000001	87050000	0.391574757442574	59	18888	48236	9112
EU	RU	2	87050001	87100000	0.4118329466357308	48	15620	37928	8728
EU	RU	2	87100001	87150000	0.3898314799954144	42	13602	34892	5932
EU	RU	2	87150001	87200000	0.4254179597557313	50	16998	39956	8644
EU	RU	2	87200001	87250000	0.4294164828554241	51	17132	39896	9676
EU	RU	2	87250001	87300000	0.436556735606484	35	12496	28624	5396
EU	RU	2	87300001	87350000	0.3981524680414295	50	17068	42868	5732
EU	RU	2	87350001	87400000	0.409591050797726	82	26802	65436	14268
EU	RU	2	87400001	87450000	0.4279208951340099	36	13156	30744	4248
EU	RU	2	87450001	87500000	0.3885885885885886	75	23292	59940	12960
EU	RU	2	87500001	87550000	0.4205377201246467	67	23212	55196	9928
EU	RU	2	87550001	87600000	0.4155314497140935	56	19766	47568	6864
EU	RU	2	87600001	87650000	0.3975646609190294	56	17892	45004	9428
EU	RU	2	87650001	87700000	0.3821505184125849	54	17102	44752	7736
EU	RU	2	87700001	87750000	0.424437662484458	47	15020	35388	10296
EU	RU	2	87750001	87800000	0.4299668685022278	44	15054	35012	7756
EU	RU	2	87800001	87850000	0.4091035893620978	51	17598	43016	6556
EU	RU	2	87850001	87900000	0.4259341637010676	46	15320	35968	8744
EU	RU	2	87900001	87950000	0.4168574812475326	62	21118	50660	9604
EU	RU	2	87950001	88000000	0.4000579878225572	84	27596	68980	12668
EU	RU	2	88000001	88050000	0.4046667151268445	69	22268	55028	12040
EU	RU	2	88050001	88100000	0.4202163624070317	71	24860	59160	9852
EU	RU	2	88100001	88150000	0.3640763369259284	70	21214	58268	9772
EU	RU	2	88150001	88200000	0.4082069874752801	62	19816	48544	11720
EU	RU	2	88200001	88250000	0.4185300408321991	69	25830	61716	5352
EU	RU	2	88250001	88300000	0.390451717608872	36	11548	29576	5416
EU	RU	2	88300001	88350000	0.4017689906347554	69	23166	57660	9408
EU	RU	2	88350001	88400000	0.432787112900986	68	24932	57608	8488
EU	RU	2	88400001	88450000	0.4484691677447175	33	12480	27828	4248
EU	RU	2	88450001	88500000	0.4204669647292598	48	16928	40260	6396
EU	RU	2	88500001	88550000	0.4543381809218634	39	14746	32456	5452
EU	RU	2	88550001	88600000	0.416471024342024	42	13482	32372	8452
EU	RU	2	88600001	88650000	0.3820497472732109	68	22978	60144	5952
EU	RU	2	88650001	88700000	0.4056516724336793	59	21102	52020	5328
EU	RU	2	88700001	88750000	0.4038978494623655	45	14424	35712	8028
EU	RU	2	88750001	88800000	0.4093468468468468	56	18902	46176	8256
EU	RU	2	88800001	88850000	0.396744811109452	64	21256	53576	8632
EU	RU	2	88850001	88900000	0.3832856461611826	41	12860	33552	6300
EU	RU	2	88900001	88950000	0.4387869015132721	36	14150	32248	2744
EU	RU	2	88950001	89000000	0.3791167973586463	59	18372	48460	8888
EU	RU	2	89000001	89050000	0.3990903415678231	52	17900	44852	5692
EU	RU	2	89050001	89100000	0.4110197523863529	52	17396	42324	8220
EU	RU	2	89100001	89150000	0.3827463395330431	59	19344	50540	6808
EU	RU	2	89150001	89200000	0.3751889440725545	64	20850	55572	6636
EU	RU	2	89200001	89250000	0.3867256637168141	82	26220	67800	11904
EU	RU	2	89250001	89300000	0.3835939100157028	68	22474	58588	7508
EU	RU	2	89300001	89350000	0.4283981474674704	74	23310	54412	17516
EU	RU	2	89350001	89400000	0.4341688654353562	40	13164	30320	8560
EU	RU	2	89400001	89450000	0.3929369067560022	88	28150	71640	13896
EU	RU	2	89450001	89500000	0.387652784893508	66	21186	54652	9500
EU	RU	2	89500001	89550000	0.4369812706573632	66	23798	54460	9692
EU	RU	2	89550001	89600000	0.3840956340956341	72	23648	61568	8416
EU	RU	2	89600001	89650000	0.4293659251365392	76	25786	60056	13816
EU	RU	2	89650001	89700000	0.4184310018903591	75	26562	63480	9420
EU	RU	2	89700001	89750000	0.3981065088757396	79	26912	67600	9188
EU	RU	2	89750001	89800000	0.3991390378370213	65	21140	52964	10216
EU	RU	2	89800001	89850000	0.4057262569832402	43	13944	34368	7428
EU	RU	2	89850001	89900000	0.4205219454329774	34	11344	26976	6072
EU	RU	2	89900001	89950000	0.4007345834138797	25	8292	20692	3608
EU	RU	2	89950001	90000000	0.4063828279965996	72	22946	56464	13520
EU	RU	2	90000001	90050000	0.4190131578947368	71	25476	60800	8212
EU	RU	2	90050001	90100000	0.4172163588390501	47	15180	36384	9300
EU	RU	2	90100001	90150000	0.4374469889737065	23	8252	18864	3492
EU	RU	2	90150001	90200000	0.4102762430939226	21	7426	18100	2312
EU	RU	2	90200001	90250000	0.3919689877121123	33	10718	27344	4732
EU	RU	2	90250001	90300000	0.4204545454545454	27	9028	21472	4772
EU	RU	2	90300001	90350000	0.3978622327790974	21	6700	16840	3572
EU	RU	2	90350001	90400000	0.4151678368760219	50	17266	41588	7012
EU	RU	2	90400001	90450000	0.4427841876300359	54	18728	42296	10192
EU	RU	2	90450001	90500000	0.4011636311072564	70	22202	55344	12696
EU	RU	2	90500001	90550000	0.391602634467618	60	19978	51016	7304
EU	RU	2	90550001	90600000	0.4381995713265063	41	14720	33592	6260
EU	RU	2	90600001	90650000	0.3905161290322581	36	12106	31000	3992
EU	RU	2	90650001	90700000	0.387816011235955	14	4418	11392	2216
EU	RU	2	90700001	90750000	0.4076555902331558	26	8882	21788	3484
EU	RU	2	90750001	90800000	0.3955469644902634	32	11050	27936	3168
EU	RU	2	90800001	90850000	0.4018980592876946	23	7538	18756	3600
EU	RU	2	90850001	90900000	0.4011976047904191	30	9916	24716	4444
EU	RU	2	90900001	90950000	0.3935958326949594	33	10276	26108	5968
EU	RU	2	90950001	91000000	0.4212588310854206	40	13118	31140	7740
EU	RU	2	91000001	91050000	0.3961569439650212	44	13772	34764	8004
EU	RU	2	91050001	91100000	0.4135315064251432	62	21368	51672	8592
EU	RU	2	91100001	91150000	0.3915803867942957	54	16036	40952	11536
EU	RU	2	91150001	91200000	0.4127547399371388	46	16284	39452	5260
EU	RU	2	91200001	91250000	0.4197026444217455	42	14792	35244	5580
EU	RU	2	91250001	91300000	0.3922761449077238	72	22956	58520	11464
EU	RU	2	91300001	91350000	0.3886449184441656	52	17346	44632	5912
EU	RU	2	91350001	91400000	0.3614285714285714	28	8602	23800	3416
EU	RU	2	91400001	91450000	0.4198033707865168	37	11956	28480	7484
EU	RU	2	91450001	91500000	0.4150943396226415	42	15048	36252	4572
EU	RU	2	91500001	91550000	0.4061703821656051	61	20406	50240	9052
EU	RU	2	91550001	91600000	0.4154972018941024	55	19304	46460	7000
EU	RU	2	91600001	91650000	0.4207038645728923	44	15110	35916	6852
EU	RU	2	91650001	91700000	0.3807320997586484	25	7572	19888	4412
EU	RU	2	91700001	91750000	0.4056484295845998	56	19218	47376	7056
EU	RU	2	91750001	91800000	0.4040813264310901	69	21544	53316	13752
EU	RU	2	91800001	91850000	0.4005039027764055	50	16214	40484	8116
EU	RU	2	91850001	91900000	0.423233046800382	42	14180	33504	7320
EU	RU	2	91900001	91950000	0.4101075268817204	68	22884	55800	10296
EU	RU	2	91950001	92000000	0.4151712887438825	60	20360	49040	9280
EU	RU	2	92000001	92050000	0.3572264482153306	44	12210	34180	8588
EU	RU	2	92050001	92100000	0.4086432398361172	64	20746	50768	11440
EU	RU	2	92100001	92150000	0.3934221110018768	58	17608	44756	11620
EU	RU	2	92150001	92200000	0.4043488057683641	42	14356	35504	5320
EU	RU	2	92200001	92250000	0.4030472717801797	38	12380	30716	6220
EU	RU	2	92250001	92300000	0.3786442179884803	57	17092	45140	10264
EU	RU	2	92300001	92350000	0.4114332932692308	65	21908	53248	9932
EU	RU	2	92350001	92400000	0.4222445101351351	46	15998	37888	6824
EU	RU	2	92400001	92450000	0.4131236014216138	37	12554	30388	5576
EU	RU	2	92450001	92500000	0.3887075718015665	57	19056	49024	6380
EU	RU	2	92500001	92550000	0.4055715054728153	57	18082	44584	10820
EU	RU	2	92550001	92600000	0.4018313458262351	67	22644	56352	8772
EU	RU	2	92600001	92650000	0.4220313468520322	57	19064	45172	10232
EU	RU	2	92650001	92700000	0.4029495718363463	49	15246	37836	9792
EU	RU	2	92700001	92750000	0.4173285198555956	34	11560	27700	5348
EU	RU	2	92750001	92800000	0.4076008645533141	27	9052	22208	4036
EU	RU	2	92800001	92850000	0.4137848222862632	41	13784	33312	6540
EU	RU	2	92850001	92900000	0.4515157598875727	24	8996	19924	3404
EU	RU	2	92900001	92950000	0.4013820335636722	25	8132	20260	4040
EU	RU	2	92950001	93000000	0.3662049425468283	31	9306	25412	4720
EU	RU	2	93000001	93050000	0.3631542935340404	33	8492	23384	8692
EU	RU	2	93050001	93100000	0.4158469354664361	47	15388	37004	8680
EU	RU	2	93100001	93150000	0.4228098964907851	38	13398	31688	5248
EU	RU	2	93150001	93200000	0.4175525339925834	44	13512	32360	10408
EU	RU	2	93200001	93250000	0.4252535165194635	29	10400	24456	3732
EU	RU	2	93250001	93300000	0.4433275563258232	43	15348	34620	7176
EU	RU	2	93300001	93350000	0.3944864601122225	21	6468	16396	4016
EU	RU	2	93350001	93400000	0.4528301886792453	9	2880	6360	2388
EU	RU	2	93400001	93450000	0.4578693392724573	13	4934	10776	1860
EU	RU	2	93450001	93500000	0.4585509138381201	8	2810	6128	1648
EU	RU	2	93500001	93550000	0.3884915474642392	9	2390	6152	2596
EU	RU	2	93550001	93600000	0.3137715179968701	9	2406	7668	1080
EU	RU	2	93600001	93650000	0.3209876543209876	5	1456	4536	324
EU	RU	2	93650001	93700000	0.3596176821983273	7	2408	6696	108
EU	RU	2	93700001	93750000	0.4109644835451287	30	10090	24552	4608
EU	RU	2	93750001	93800000	0.4121709669012249	35	12652	30696	3324
EU	RU	2	93800001	93850000	0.4134586006721662	32	10826	26184	4920
EU	RU	2	93850001	93900000	0.4392265193370165	23	8586	19548	2808
EU	RU	2	93900001	93950000	0.3690804309696818	20	5892	15964	3476
EU	RU	2	93950001	94000000	0.4213887598699489	23	7258	17224	5132
EU	RU	2	94000001	94050000	0.410262206148282	21	7260	17696	2716
EU	RU	2	94050001	94100000	0.4276418940106616	31	10910	25512	4620
EU	RU	2	94100001	94150000	0.3854687839895584	23	7088	18388	3968
EU	RU	2	94150001	94200000	0.3870123691722169	21	6508	16816	3596
EU	RU	2	94200001	94250000	0.4024952535937076	34	11872	29496	3552
EU	RU	2	94250001	94300000	0.4467983434214718	16	5610	12556	2996
EU	RU	2	94300001	94350000	0.4013418389793224	23	7298	18184	4172
EU	RU	2	94350001	94400000	0.4241837968561064	19	7016	16540	1928
EU	RU	2	94400001	94450000	0.4399127223900638	17	5242	11916	4608
EU	RU	2	94450001	94500000	0.4001151410477835	16	5560	13896	1656
EU	RU	2	94500001	94550000	0.4293351152689609	14	5140	11972	1636
EU	RU	2	94550001	94600000	0.4061907770056854	8	2572	6332	1444
EU	RU	2	94600001	94650000	0.3989928909952606	16	5388	13504	2048
EU	RU	2	94650001	94700000	0.4163492528567243	16	5684	13652	1900
EU	RU	2	94700001	94750000	0.4991675915649278	8	3598	7208	568
EU	RU	2	94750001	94800000	0.3810068649885583	10	2664	6992	2728
EU	RU	2	94800001	94850000	0.4019184652278177	19	6704	16680	1788
EU	RU	2	94850001	94900000	0.4799664107485604	19	8002	16672	1796
EU	RU	2	94900001	94950000	0.3817660264405088	19	6122	16036	2432
EU	RU	2	94950001	95000000	0.3526723899196898	17	5094	14444	2080
EU	RU	2	95000001	95050000	0.4895600298284862	6	2626	5364	468
EU	RU	2	95050001	95100000	0.45	8	2916	6480	1296
EU	RU	2	95100001	95150000	0.4791666666666667	6	2484	5184	648
EU	RU	2	95150001	95200000	0.4208	19	6312	15000	3468
EU	RU	2	95200001	95250000	0.383535417996171	10	2404	6268	3452
EU	RU	2	95250001	95300000	0.4479544277576385	11	3460	7724	2968
EU	RU	2	95300001	95350000	0.3636363636363636	11	2736	7524	3168
EU	RU	2	95350001	95400000	0.4188829787234042	8	2520	6016	1760
EU	RU	2	95400001	95450000	0.3931558935361217	6	2068	5260	572
EU	RU	2	95450001	95500000	0.4225559481743227	9	2870	6792	1956
EU	RU	2	95500001	95550000	0.4496487119437939	6	2304	5124	708
EU	RU	2	95550001	95600000	0.3398895790200138	8	1970	5796	1980
EU	RU	2	95600001	95650000	0.3785004516711834	5	1676	4428	432
EU	RU	2	95650001	95700000	0.4775561097256858	4	1532	3208	680
EU	RU	2	95700001	95750000	0.3530585106382978	7	2124	6016	788
EU	RU	2	95750001	95800000	0.4727722772277227	10	3438	7272	2448
EU	RU	2	95800001	95850000	0.4928684627575277	6	2488	5048	784
EU	RU	2	95850001	95900000	0.5092592592592593	4	1210	2376	1512
EU	RU	2	95900001	95950000	0.39920724801812	4	1410	3532	356
EU	RU	2	95950001	96000000	0.5296296296296297	2	572	1080	864
EU	RU	2	96000001	96050000	NA	0	NA	NA	NA
EU	RU	2	96050001	96100000	0.5	2	702	1404	540
EU	RU	2	96100001	96150000	0.5085763293310464	4	1186	2332	1556
EU	RU	2	96150001	96200000	0.5260162601626016	3	1294	2460	456
EU	RU	2	96200001	96250000	0.5164609053497943	6	3012	5832	0
EU	RU	2	96250001	96300000	0.4390432098765432	3	1138	2592	324
EU	RU	2	96300001	96350000	0.5089285714285714	3	1254	2464	452
EU	RU	2	96350001	96400000	0.3568840579710144	3	788	2208	708
EU	RU	2	96400001	96450000	0.5013054830287206	4	1536	3064	824
EU	RU	2	96450001	96500000	0.4989711934156378	2	970	1944	0
EU	RU	2	96500001	96550000	0.3432098765432099	2	556	1620	324
EU	RU	2	96550001	96600000	NA	0	NA	NA	NA
EU	RU	2	96600001	96650000	0.4308466051969824	6	2056	4772	1060
EU	RU	2	96650001	96700000	0.0576923076923076	1	24	416	556
EU	RU	2	96700001	96750000	0.5123456790123457	1	332	648	324
EU	RU	2	96750001	96800000	0.451115834218916	5	1698	3764	1096
EU	RU	2	96800001	96850000	0.5030864197530864	1	326	648	324
EU	RU	2	96850001	96900000	0.3094117647058823	2	526	1700	244
EU	RU	2	96900001	96950000	NA	0	NA	NA	NA
EU	RU	2	96950001	97000000	0.5185185185185185	1	224	432	540
EU	RU	2	97000001	97050000	NA	0	NA	NA	NA
EU	RU	2	97050001	97100000	NA	0	NA	NA	NA
EU	RU	2	97100001	97150000	0.5092592592592593	1	440	864	108
EU	RU	2	97150001	97200000	0.4285714285714285	2	684	1596	348
EU	RU	2	97200001	97250000	0.4705400981996727	6	2300	4888	944
EU	RU	2	97250001	97300000	0.5023148148148148	1	434	864	108
EU	RU	2	97300001	97350000	0.5076481835564054	3	1062	2092	824
EU	RU	2	97350001	97400000	NA	0	NA	NA	NA
EU	RU	2	97400001	97450000	NA	0	NA	NA	NA
EU	RU	2	97450001	97500000	NA	0	NA	NA	NA
EU	RU	2	97500001	97550000	NA	0	NA	NA	NA
EU	RU	2	97550001	97600000	NA	0	NA	NA	NA
EU	RU	2	97600001	97650000	NA	0	NA	NA	NA
EU	RU	2	97650001	97700000	NA	0	NA	NA	NA
EU	RU	2	97700001	97750000	NA	0	NA	NA	NA
EU	RU	2	97750001	97800000	NA	0	NA	NA	NA
EU	RU	2	97800001	97850000	0.4450261780104712	6	2040	4584	1248
EU	RU	2	97850001	97900000	NA	0	NA	NA	NA
EU	RU	2	97900001	97950000	0.4871794871794871	1	304	624	348
EU	RU	2	97950001	98000000	0.2916666666666667	2	504	1728	216
EU	RU	2	98000001	98050000	0.4520697167755991	2	830	1836	108
EU	RU	2	98050001	98100000	0.3675889328063241	4	744	2024	1864
EU	RU	2	98100001	98150000	0.3796296296296296	2	492	1296	648
EU	RU	2	98150001	98200000	0.4168684422921711	6	2066	4956	876
EU	RU	2	98200001	98250000	0.228395061728395	1	222	972	0
EU	RU	2	98250001	98300000	0.0925925925925925	1	20	216	756
EU	RU	2	98300001	98350000	0.5	1	486	972	0
EU	RU	2	98350001	98400000	0.273037542662116	6	1280	4688	1144
EU	RU	2	98400001	98450000	0.1685393258426966	2	180	1068	876
EU	RU	2	98450001	98500000	NA	0	NA	NA	NA
EU	RU	2	98500001	98550000	0.496031746031746	2	750	1512	432
EU	RU	2	98550001	98600000	0.3671383647798742	5	934	2544	2316
EU	RU	2	98600001	98650000	0.3425925925925926	2	666	1944	0
EU	RU	2	98650001	98700000	0.4434416365824308	5	1474	3324	1536
EU	RU	2	98700001	98750000	0.3435459568056253	9	2736	7964	784
EU	RU	2	98750001	98800000	0.3368725868725868	8	2094	6216	1560
EU	RU	2	98800001	98850000	0.3936899862825789	3	1148	2916	0
EU	RU	2	98850001	98900000	NA	0	NA	NA	NA
EU	RU	2	98900001	98950000	0.5	1	432	864	108
EU	RU	2	98950001	99000000	0.2037037037037037	1	198	972	0
EU	RU	2	99000001	99050000	NA	0	NA	NA	NA
EU	RU	2	99050001	99100000	0.5	1	432	864	108
EU	RU	2	99100001	99150000	0.3153846153846154	1	164	520	452
EU	RU	2	99150001	99200000	0.3765432098765432	1	366	972	0
EU	RU	2	99200001	99250000	NA	0	NA	NA	NA
EU	RU	2	99250001	99300000	NA	0	NA	NA	NA
EU	RU	2	99300001	99350000	0.4752941176470588	2	808	1700	244
EU	RU	2	99350001	99400000	0.3580246913580246	1	232	648	324
EU	RU	2	99400001	99450000	NA	0	NA	NA	NA
EU	RU	2	99450001	99500000	NA	0	NA	NA	NA
EU	RU	2	99500001	99550000	0.4807692307692308	1	250	520	452
EU	RU	2	99550001	99600000	0.3864864864864865	2	572	1480	464
EU	RU	2	99600001	99650000	NA	0	NA	NA	NA
EU	RU	2	99650001	99700000	NA	0	NA	NA	NA
EU	RU	2	99700001	99750000	0.5	1	108	216	756
EU	RU	2	99750001	99800000	0.3859315589353612	2	406	1052	892
EU	RU	2	99800001	99850000	0.3434065934065934	1	250	728	244
EU	RU	2	99850001	99900000	0.5020576131687243	1	488	972	0
EU	RU	2	99900001	99950000	0.2534090909090909	5	892	3520	1340
EU	RU	2	99950001	100000000	0.3402625820568928	5	1244	3656	1204
EU	RU	2	100000001	100050000	0.4640522875816993	2	852	1836	108
EU	RU	2	100050001	100100000	0.3878600823045267	2	754	1944	0
EU	RU	2	100100001	100150000	0.349537037037037	1	302	864	108
EU	RU	2	100150001	100200000	NA	0	NA	NA	NA
EU	RU	2	100200001	100250000	0.3223905723905724	5	1532	4752	108
EU	RU	2	100250001	100300000	0.2927350427350427	5	1096	3744	1116
EU	RU	2	100300001	100350000	0.3715384615384615	6	1932	5200	632
EU	RU	2	100350001	100400000	0.3042328042328042	2	460	1512	432
EU	RU	2	100400001	100450000	0.5288461538461539	1	440	832	140
EU	RU	2	100450001	100500000	0.5082304526748971	2	988	1944	0
EU	RU	2	100500001	100550000	0.3624678663239074	8	2256	6224	1552
EU	RU	2	100550001	100600000	0.4001264222503161	5	1266	3164	1696
EU	RU	2	100600001	100650000	0.37	3	666	1800	1116
EU	RU	2	100650001	100700000	0.5	1	270	540	432
EU	RU	2	100700001	100750000	0.2945205479452055	4	946	3212	676
EU	RU	2	100750001	100800000	0.367003367003367	2	436	1188	756
EU	RU	2	100800001	100850000	0.4333704528582034	14	4670	10776	2832
EU	RU	2	100850001	100900000	0.4663923182441701	4	1360	2916	972
EU	RU	2	100900001	100950000	0.3387096774193548	5	1344	3968	892
EU	RU	2	100950001	101000000	0.349380014587892	6	1916	5484	348
EU	RU	2	101000001	101050000	0.3930425752855659	5	1514	3852	1008
EU	RU	2	101050001	101100000	0.5529100529100529	3	836	1512	1404
EU	RU	2	101100001	101150000	0.4216049382716049	4	1366	3240	648
EU	RU	2	101150001	101200000	0.5054611650485437	4	1666	3296	592
EU	RU	2	101200001	101250000	0.464054054054054	9	3434	7400	1348
EU	RU	2	101250001	101300000	0.4825708061002178	2	886	1836	108
EU	RU	2	101300001	101350000	0.5185185185185185	1	336	648	324
EU	RU	2	101350001	101400000	0.4462962962962963	4	1446	3240	648
EU	RU	2	101400001	101450000	0.4274711168164313	4	1332	3116	772
EU	RU	2	101450001	101500000	0.5030864197530864	1	326	648	324
EU	RU	2	101500001	101550000	0.2800157977883096	7	1418	5064	1740
EU	RU	2	101550001	101600000	0.519916142557652	2	992	1908	36
EU	RU	2	101600001	101650000	0.3689138576779026	3	788	2136	780
EU	RU	2	101650001	101700000	0.4787234042553192	6	2520	5264	568
EU	RU	2	101700001	101750000	0.4534979423868313	12	4408	9720	1944
EU	RU	2	101750001	101800000	0.4622886866059817	12	4266	9228	2436
EU	RU	2	101800001	101850000	0.3352526002971768	14	3610	10768	2840
EU	RU	2	101850001	101900000	0.4619675456389452	10	3644	7888	1832
EU	RU	2	101900001	101950000	0.3458333333333333	6	1494	4320	1512
EU	RU	2	101950001	102000000	0.3643765903307888	10	2864	7860	1860
EU	RU	2	102000001	102050000	0.4783432593394694	9	3534	7388	1360
EU	RU	2	102050001	102100000	0.4410726887791108	7	2500	5668	1136
EU	RU	2	102100001	102150000	0.4391927774827403	9	3308	7532	1216
EU	RU	2	102150001	102200000	0.4916363636363636	13	5408	11000	1636
EU	RU	2	102200001	102250000	0.426502990242367	16	5420	12708	2844
EU	RU	2	102250001	102300000	0.4550045913682277	17	5946	13068	3456
EU	RU	2	102300001	102350000	0.444195873726075	20	7148	16092	3348
EU	RU	2	102350001	102400000	0.4519197509512279	14	5226	11564	2044
EU	RU	2	102400001	102450000	0.370631839039887	15	4200	11332	3248
EU	RU	2	102450001	102500000	0.4465596330275229	12	3894	8720	2944
EU	RU	2	102500001	102550000	0.4112654320987654	6	2132	5184	648
EU	RU	2	102550001	102600000	0.5034722222222222	2	870	1728	216
EU	RU	2	102600001	102650000	0.422591743119266	9	2948	6976	1772
EU	RU	2	102650001	102700000	0.4255054984036892	13	4798	11276	1360
EU	RU	2	102700001	102750000	0.4316391597899475	24	9206	21328	2000
EU	RU	2	102750001	102800000	0.4255021402700032	32	10338	24296	6808
EU	RU	2	102800001	102850000	0.4186500195083886	51	17168	41008	8564
EU	RU	2	102850001	102900000	0.4041732958022274	40	13210	32684	6196
EU	RU	2	102900001	102950000	0.4303586835942314	39	13966	32452	5456
EU	RU	2	102950001	103000000	0.4194181688381224	27	9400	22412	3832
EU	RU	2	103000001	103050000	0.4129307715767002	31	10832	26232	3900
EU	RU	2	103050001	103100000	0.4255858572015897	35	12422	29188	4832
EU	RU	2	103100001	103150000	0.383848755738101	41	12710	33112	6740
EU	RU	2	103150001	103200000	0.3775545104745618	54	17662	46780	5708
EU	RU	2	103200001	103250000	0.3892905866302865	38	11414	29320	7616
EU	RU	2	103250001	103300000	0.4021772462434836	60	20984	52176	6144
EU	RU	2	103300001	103350000	0.435665914221219	29	10808	24808	3380
EU	RU	2	103350001	103400000	0.3591121021690655	24	7086	19732	3596
EU	RU	2	103400001	103450000	0.4365625	32	11176	25600	5504
EU	RU	2	103450001	103500000	0.4320267537719707	33	11110	25716	6360
EU	RU	2	103500001	103550000	0.430922525750112	21	7698	17864	2548
EU	RU	2	103550001	103600000	0.4013747758517633	24	8058	20076	3252
EU	RU	2	103600001	103650000	0.3934863423306934	31	9738	24748	5384
EU	RU	2	103650001	103700000	0.4405392096516065	38	14314	32492	4444
EU	RU	2	103700001	103750000	0.4093098579852172	57	19714	48164	7240
EU	RU	2	103750001	103800000	0.4203701918442109	52	17442	41492	9052
EU	RU	2	103800001	103850000	0.4390865531654603	48	17228	39236	7420
EU	RU	2	103850001	103900000	0.4012850981427691	59	18236	45444	11904
EU	RU	2	103900001	103950000	0.3937607820586544	51	16434	41736	7836
EU	RU	2	103950001	104000000	0.382994409289181	76	24936	65108	8764
EU	RU	2	104000001	104050000	0.4299968655312924	47	16462	38284	7400
EU	RU	2	104050001	104100000	0.4035520473606315	48	16360	40540	6116
